ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment
60396,USR_466,DPT_007,Researcher,OnSite,2024-01-02 04:34:43,write,107,DVC_049,PTN_13278,0,0,DPT_007
13342,USR_466,DPT_001,Researcher,OnSite,2024-01-02 02:25:44,read,92,DVC_032,PTN_17395,0,0,DPT_001
39648,USR_466,DPT_010,Researcher,OnSite,2024-01-03 21:57:59,read,64,DVC_077,PTN_06279,0,0,DPT_010
88431,USR_466,DPT_002,Researcher,OnSite,2024-01-03 22:33:40,modify,113,DVC_077,PTN_04147,0,0,DPT_002
70038,USR_115,DPT_010,Nurse,OnSite,2024-01-01 15:15:15,read,81,DVC_131,PTN_00021,0,0,DPT_010
52267,USR_115,DPT_004,Nurse,OnSite,2024-01-03 13:18:10,write,97,DVC_005,PTN_16287,0,0,DPT_004
50753,USR_115,DPT_004,Nurse,OnSite,2024-01-02 14:02:56,modify,101,DVC_064,PTN_18869,0,0,DPT_004
95505,USR_115,DPT_001,Nurse,OnSite,2024-01-03 13:04:35,write,80,DVC_046,PTN_14585,0,0,DPT_004
35014,USR_115,DPT_003,Nurse,OnSite,2024-01-01 17:02:34,read,106,DVC_092,PTN_06585,0,0,DPT_003
99573,USR_115,DPT_006,Nurse,OnSite,2024-01-03 14:04:54,modify,103,DVC_195,PTN_04723,0,0,DPT_006
59928,USR_115,DPT_010,Nurse,OnSite,2024-01-01 16:08:39,read,108,DVC_083,PTN_03871,0,0,DPT_010
15735,USR_115,DPT_009,Nurse,OnSite,2024-01-01 16:04:30,read,92,DVC_028,PTN_00480,0,0,DPT_009
93023,USR_115,DPT_008,Nurse,OnSite,2024-01-01 10:13:55,read,99,DVC_192,PTN_15800,0,0,DPT_008
79081,USR_115,DPT_001,Nurse,OnSite,2024-01-01 16:00:42,read,81,DVC_186,PTN_16480,0,0,DPT_001
36049,USR_115,DPT_010,Nurse,OnSite,2024-01-01 12:07:13,read,108,DVC_034,PTN_03625,0,0,DPT_010
21241,USR_115,DPT_001,Nurse,OnSite,2024-01-03 10:39:43,write,84,DVC_061,PTN_14807,0,0,DPT_007
41059,USR_115,DPT_006,Nurse,OnSite,2024-01-02 14:39:38,write,86,DVC_138,PTN_05874,0,0,DPT_006
68802,USR_272,DPT_005,Secretary,OnSite,2024-01-03 16:17:56,read,21,DVC_086,PTN_06949,0,0,DPT_005
1227,USR_272,DPT_007,Secretary,OnSite,2024-01-01 11:07:00,delete,27,DVC_143,PTN_04720,0,0,DPT_007
53955,USR_272,DPT_003,Secretary,OnSite,2024-01-03 14:41:48,read,26,DVC_111,PTN_13159,0,0,DPT_003
56595,USR_272,DPT_003,Secretary,OnSite,2024-01-01 13:22:31,modify,28,DVC_102,PTN_18361,0,0,DPT_003
46894,USR_272,DPT_003,Secretary,VPN,2024-01-01 09:35:56,read,13,DVC_196,PTN_15488,0,0,DPT_005
75582,USR_272,DPT_009,Secretary,OnSite,2024-01-03 10:05:40,read,21,DVC_138,PTN_12057,0,0,DPT_009
44745,USR_272,DPT_002,Secretary,OnSite,2024-01-01 17:35:43,read,12,DVC_139,PTN_17131,0,0,DPT_002
85719,USR_272,DPT_009,Secretary,OnSite,2024-01-03 09:19:08,write,24,DVC_023,PTN_09987,0,0,DPT_009
7595,USR_322,DPT_006,Secretary,OnSite,2024-01-01 16:04:27,read,7,DVC_172,PTN_08000,0,0,DPT_006
33819,USR_322,DPT_003,Secretary,VPN,2024-01-03 12:29:46,read,23,DVC_087,PTN_14722,0,0,DPT_003
31221,USR_322,DPT_003,Secretary,VPN,2024-01-01 16:08:56,read,7,DVC_090,PTN_11573,0,0,DPT_003
56456,USR_322,DPT_006,Secretary,OnSite,2024-01-02 09:26:11,modify,25,DVC_138,PTN_14900,0,0,DPT_006
47081,USR_322,DPT_003,Secretary,OnSite,2024-01-03 11:37:17,read,15,DVC_174,PTN_11803,0,0,DPT_003
72723,USR_322,DPT_001,Secretary,OnSite,2024-01-02 15:47:40,read,5,DVC_104,PTN_19865,0,0,DPT_001
81948,USR_219,DPT_001,Nurse,OnSite,2024-01-01 16:50:40,write,15,DVC_135,PTN_19333,0,0,DPT_001
52554,USR_219,DPT_010,Nurse,OnSite,2024-01-02 14:29:18,delete,23,DVC_049,PTN_08198,0,0,DPT_010
50620,USR_219,DPT_008,Nurse,OnSite,2024-01-01 14:11:16,write,23,DVC_107,PTN_02839,0,0,DPT_006
85966,USR_219,DPT_005,Nurse,OnSite,2024-01-03 15:53:58,read,28,DVC_124,PTN_08297,0,0,DPT_005
82180,USR_219,DPT_006,Nurse,OnSite,2024-01-02 13:14:32,read,25,DVC_042,PTN_12946,0,0,DPT_006
69503,USR_219,DPT_008,Nurse,OnSite,2024-01-01 17:25:13,read,24,DVC_169,PTN_19355,0,0,DPT_002
89021,USR_219,DPT_010,Nurse,OnSite,2024-01-01 15:51:15,read,20,DVC_178,PTN_08405,0,0,DPT_010
82520,USR_323,DPT_005,Secretary,VPN,2024-01-01 09:36:57,write,299,DVC_037,PTN_17824,0,0,DPT_005
40875,USR_323,DPT_001,Secretary,VPN,2024-01-01 09:35:57,read,116,DVC_149,PTN_17824,0,0,DPT_001
78118,USR_323,DPT_005,Secretary,OnSite,2024-01-01 09:36:57,read,136,DVC_083,PTN_17824,0,0,DPT_005
33007,USR_323,DPT_005,Secretary,OnSite,2024-01-01 09:34:57,read,154,DVC_118,PTN_17824,0,0,DPT_005
17651,USR_323,DPT_004,Secretary,OnSite,2024-01-01 09:34:57,read,126,DVC_065,PTN_17824,0,0,DPT_004
21367,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:35:57,read,193,DVC_008,PTN_17824,0,0,DPT_010
72694,USR_323,DPT_007,Secretary,OnSite,2024-01-01 09:36:57,write,292,DVC_034,PTN_17824,0,0,DPT_007
80929,USR_323,DPT_001,Secretary,OnSite,2024-01-01 09:35:57,read,264,DVC_055,PTN_17824,0,0,DPT_001
18676,USR_323,DPT_005,Secretary,OnSite,2024-01-01 09:36:57,read,258,DVC_142,PTN_17824,0,0,DPT_005
71873,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:36:57,read,284,DVC_065,PTN_17824,0,0,DPT_010
48304,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:34:57,write,96,DVC_162,PTN_17824,0,0,DPT_001
54393,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:36:57,read,249,DVC_166,PTN_17824,0,0,DPT_010
95425,USR_323,DPT_009,Secretary,OnSite,2024-01-01 09:34:57,read,207,DVC_068,PTN_17824,0,0,DPT_009
84734,USR_323,DPT_002,Secretary,OnSite,2024-01-01 09:35:57,read,130,DVC_068,PTN_17824,0,0,DPT_002
31108,USR_323,DPT_008,Secretary,OnSite,2024-01-01 09:36:57,modify,86,DVC_058,PTN_17824,0,0,DPT_008
87767,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:34:57,read,298,DVC_195,PTN_17824,0,0,DPT_010
33054,USR_323,DPT_002,Secretary,OnSite,2024-01-01 09:36:57,read,267,DVC_036,PTN_17824,0,0,DPT_002
19611,USR_323,DPT_007,Secretary,VPN,2024-01-01 09:36:57,read,155,DVC_054,PTN_17824,0,0,DPT_007
80045,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:36:57,modify,154,DVC_198,PTN_17824,0,0,DPT_009
36107,USR_323,DPT_006,Secretary,OnSite,2024-01-01 09:35:57,read,117,DVC_003,PTN_17824,0,0,DPT_006
80128,USR_323,DPT_007,Secretary,OnSite,2024-01-01 09:36:57,write,159,DVC_179,PTN_17824,0,0,DPT_007
99990,USR_323,DPT_004,Secretary,OnSite,2024-01-01 09:34:57,read,105,DVC_107,PTN_17824,0,0,DPT_004
8878,USR_323,DPT_007,Secretary,OnSite,2024-01-01 09:36:57,modify,114,DVC_179,PTN_17824,0,0,DPT_007
74894,USR_323,DPT_002,Secretary,OnSite,2024-01-01 09:34:57,modify,237,DVC_109,PTN_17824,0,0,DPT_002
55976,USR_323,DPT_001,Secretary,VPN,2024-01-01 09:36:57,read,127,DVC_029,PTN_17824,0,0,DPT_001
33882,USR_323,DPT_009,Secretary,OnSite,2024-01-01 09:34:57,read,153,DVC_130,PTN_17824,0,0,DPT_009
27073,USR_323,DPT_004,Secretary,OnSite,2024-01-01 09:35:57,read,264,DVC_011,PTN_17824,0,0,DPT_004
9683,USR_323,DPT_003,Secretary,OnSite,2024-01-01 09:36:57,read,250,DVC_078,PTN_17824,0,0,DPT_003
65077,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:35:57,read,72,DVC_107,PTN_17824,0,0,DPT_008
15696,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:34:57,read,191,DVC_169,PTN_17824,0,0,DPT_010
48468,USR_323,DPT_010,Secretary,OnSite,2024-01-01 09:34:57,read,262,DVC_111,PTN_17824,0,0,DPT_010
18285,USR_323,DPT_001,Secretary,OnSite,2024-01-01 09:34:57,read,138,DVC_023,PTN_17824,0,0,DPT_001
55541,USR_443,DPT_008,Researcher,OnSite,2024-01-01 00:45:34,write,191,DVC_195,PTN_02899,0,0,DPT_008
38599,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:45:34,modify,294,DVC_071,PTN_02899,0,0,DPT_007
67569,USR_443,DPT_004,Researcher,OnSite,2024-01-01 00:46:34,write,164,DVC_199,PTN_02899,0,0,DPT_004
95228,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:45:34,read,67,DVC_023,PTN_02899,0,0,DPT_002
99819,USR_443,DPT_007,Researcher,OnSite,2024-01-01 00:46:34,read,147,DVC_119,PTN_02899,0,0,DPT_007
28796,USR_443,DPT_006,Researcher,OnSite,2024-01-01 00:47:34,read,208,DVC_088,PTN_02899,0,0,DPT_006
93271,USR_443,DPT_004,Researcher,OnSite,2024-01-01 00:45:34,read,175,DVC_092,PTN_02899,0,1,DPT_004
56240,USR_443,DPT_009,Researcher,OnSite,2024-01-01 00:46:34,read,176,DVC_056,PTN_02899,0,1,DPT_009
81711,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:47:34,read,67,DVC_019,PTN_02899,0,0,DPT_005
40118,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:47:34,modify,198,DVC_196,PTN_02899,0,1,DPT_002
42505,USR_443,DPT_006,Researcher,OnSite,2024-01-01 00:47:34,modify,272,DVC_069,PTN_02899,0,0,DPT_006
45983,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:45:34,read,275,DVC_133,PTN_02899,0,1,DPT_009
54846,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:46:34,write,99,DVC_067,PTN_02899,0,0,DPT_002
94228,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:47:34,read,101,DVC_048,PTN_02899,0,0,DPT_006
64309,USR_443,DPT_001,Researcher,OnSite,2024-01-01 00:45:34,read,182,DVC_138,PTN_02899,0,0,DPT_001
36702,USR_443,DPT_003,Researcher,OnSite,2024-01-01 00:46:34,read,124,DVC_044,PTN_02899,0,1,DPT_003
88570,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:47:34,read,64,DVC_104,PTN_02899,0,0,DPT_002
95125,USR_443,DPT_010,Researcher,OnSite,2024-01-01 00:47:34,read,182,DVC_121,PTN_02899,0,0,DPT_010
86837,USR_443,DPT_005,Researcher,OnSite,2024-01-01 00:47:34,read,261,DVC_047,PTN_02899,0,0,DPT_005
98204,USR_443,DPT_006,Researcher,OnSite,2024-01-01 00:47:34,read,182,DVC_117,PTN_02899,0,0,DPT_006
57015,USR_443,DPT_001,Researcher,OnSite,2024-01-01 00:46:34,read,186,DVC_096,PTN_02899,0,1,DPT_001
50710,USR_443,DPT_001,Researcher,OnSite,2024-01-01 00:47:34,read,270,DVC_109,PTN_02899,0,1,DPT_001
1689,USR_443,DPT_008,Researcher,OnSite,2024-01-01 00:46:34,write,237,DVC_027,PTN_02899,0,1,DPT_008
66007,USR_443,DPT_010,Researcher,OnSite,2024-01-01 00:45:34,write,275,DVC_017,PTN_02899,0,0,DPT_010
99280,USR_443,DPT_006,Researcher,OnSite,2024-01-01 00:47:34,read,166,DVC_114,PTN_02899,0,0,DPT_006
33515,USR_443,DPT_008,Researcher,OnSite,2024-01-01 00:47:34,modify,137,DVC_174,PTN_02899,0,0,DPT_008
1693,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:46:34,modify,266,DVC_082,PTN_02899,0,0,DPT_007
87024,USR_443,DPT_007,Researcher,OnSite,2024-01-01 00:47:34,write,188,DVC_023,PTN_02899,0,0,DPT_007
47425,USR_443,DPT_007,Researcher,OnSite,2024-01-01 00:45:34,read,283,DVC_006,PTN_02899,0,0,DPT_007
53755,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:47:34,read,236,DVC_132,PTN_02899,0,0,DPT_002
72431,USR_443,DPT_010,Researcher,OnSite,2024-01-01 00:47:34,write,274,DVC_006,PTN_02899,0,1,DPT_010
31140,USR_443,DPT_009,Researcher,OnSite,2024-01-01 00:47:34,modify,144,DVC_165,PTN_02899,0,0,DPT_009
60050,USR_443,DPT_002,Researcher,OnSite,2024-01-01 00:45:34,read,75,DVC_003,PTN_02899,0,0,DPT_007
77804,USR_443,DPT_008,Researcher,OnSite,2024-01-01 00:47:34,read,184,DVC_149,PTN_02899,0,0,DPT_008
12787,USR_243,DPT_006,Nurse,OnSite,2024-01-01 00:59:02,read,281,DVC_059,PTN_11455,0,0,DPT_006
20733,USR_243,DPT_005,Nurse,OnSite,2024-01-01 00:57:02,write,190,DVC_104,PTN_11455,0,0,DPT_005
48227,USR_243,DPT_003,Nurse,OnSite,2024-01-01 00:59:02,read,187,DVC_098,PTN_11455,0,0,DPT_003
63340,USR_243,DPT_007,Nurse,OnSite,2024-01-01 00:58:02,write,132,DVC_053,PTN_11455,0,0,DPT_007
51071,USR_243,DPT_001,Nurse,OnSite,2024-01-01 00:57:02,read,227,DVC_164,PTN_11455,0,0,DPT_001
52973,USR_243,DPT_007,Nurse,VPN,2024-01-01 00:57:02,read,270,DVC_092,PTN_11455,0,0,DPT_007
14915,USR_243,DPT_008,Nurse,OnSite,2024-01-01 00:57:02,delete,205,DVC_073,PTN_11455,0,0,DPT_008
64289,USR_243,DPT_010,Nurse,OnSite,2024-01-01 00:59:02,read,201,DVC_197,PTN_11455,0,0,DPT_010
28266,USR_243,DPT_005,Nurse,OnSite,2024-01-01 00:59:02,write,115,DVC_170,PTN_11455,0,0,DPT_005
13562,USR_243,DPT_002,Nurse,OnSite,2024-01-01 00:58:02,read,165,DVC_090,PTN_11455,0,0,DPT_002
87839,USR_243,DPT_008,Nurse,OnSite,2024-01-01 00:59:02,read,64,DVC_116,PTN_11455,0,0,DPT_008
7275,USR_243,DPT_007,Nurse,OnSite,2024-01-01 00:59:02,read,222,DVC_123,PTN_11455,0,0,DPT_007
27283,USR_243,DPT_007,Nurse,OnSite,2024-01-01 00:57:02,read,135,DVC_163,PTN_11455,1,0,DPT_007
10054,USR_243,DPT_006,Nurse,OnSite,2024-01-01 00:59:02,modify,97,DVC_092,PTN_11455,0,0,DPT_006
724,USR_243,DPT_002,Nurse,OnSite,2024-01-01 00:58:02,write,265,DVC_141,PTN_11455,0,0,DPT_002
38936,USR_243,DPT_005,Nurse,OnSite,2024-01-01 00:58:02,read,114,DVC_136,PTN_11455,0,0,DPT_003
84081,USR_243,DPT_005,Nurse,OnSite,2024-01-01 00:57:02,read,191,DVC_195,PTN_11455,0,0,DPT_004
79064,USR_243,DPT_010,Nurse,OnSite,2024-01-01 00:58:02,write,103,DVC_118,PTN_11455,0,0,DPT_010
76160,USR_243,DPT_001,Nurse,OnSite,2024-01-01 00:59:02,read,266,DVC_098,PTN_11455,0,0,DPT_001
67974,USR_243,DPT_004,Nurse,OnSite,2024-01-01 00:59:02,write,186,DVC_090,PTN_11455,0,0,DPT_004
56537,USR_243,DPT_002,Nurse,OnSite,2024-01-01 00:58:02,modify,254,DVC_043,PTN_11455,0,0,DPT_002
27074,USR_243,DPT_009,Nurse,OnSite,2024-01-01 00:57:02,read,106,DVC_200,PTN_11455,1,0,DPT_009
98896,USR_243,DPT_001,Nurse,OnSite,2024-01-01 00:58:02,read,196,DVC_096,PTN_11455,0,0,DPT_001
9329,USR_243,DPT_007,Nurse,OnSite,2024-01-01 00:58:02,modify,199,DVC_135,PTN_11455,0,0,DPT_007
27945,USR_243,DPT_003,Nurse,OnSite,2024-01-01 00:59:02,read,250,DVC_127,PTN_11455,0,0,DPT_003
61751,USR_243,DPT_007,Nurse,OnSite,2024-01-01 00:59:02,delete,84,DVC_155,PTN_11455,0,0,DPT_007
49185,USR_243,DPT_004,Nurse,OnSite,2024-01-01 00:59:02,modify,77,DVC_070,PTN_11455,0,0,DPT_004
16841,USR_243,DPT_009,Nurse,OnSite,2024-01-01 00:59:02,read,198,DVC_079,PTN_11455,0,0,DPT_009
56333,USR_243,DPT_005,Nurse,OnSite,2024-01-01 00:57:02,read,263,DVC_128,PTN_11455,0,0,DPT_005
32783,USR_243,DPT_006,Nurse,OnSite,2024-01-01 00:57:02,write,179,DVC_010,PTN_11455,0,0,DPT_006
70092,USR_243,DPT_003,Nurse,OnSite,2024-01-01 00:57:02,write,214,DVC_119,PTN_11455,0,0,DPT_003
3066,USR_243,DPT_007,Nurse,OnSite,2024-01-01 00:59:02,delete,106,DVC_050,PTN_11455,0,0,DPT_007
58436,USR_092,DPT_006,Doctor,OnSite,2024-01-02 11:19:47,read,63,DVC_084,PTN_15951,0,1,DPT_006
4777,USR_092,DPT_005,Doctor,OnSite,2024-01-03 16:51:10,delete,245,DVC_109,PTN_13375,0,1,DPT_005
50691,USR_092,DPT_001,Doctor,VPN,2024-01-01 11:27:09,read,137,DVC_155,PTN_06892,0,1,DPT_001
43092,USR_092,DPT_010,Doctor,VPN,2024-01-01 13:06:47,read,60,DVC_078,PTN_03273,0,1,DPT_010
32326,USR_092,DPT_008,Doctor,OnSite,2024-01-01 10:00:21,read,259,DVC_189,PTN_07609,0,1,DPT_008
43492,USR_092,DPT_001,Doctor,OnSite,2024-01-01 10:10:16,read,295,DVC_150,PTN_00084,0,1,DPT_001
76492,USR_092,DPT_003,Doctor,OnSite,2024-01-03 10:01:12,read,76,DVC_088,PTN_03612,0,1,DPT_003
95185,USR_092,DPT_002,Doctor,OnSite,2024-01-03 10:45:35,read,81,DVC_126,PTN_19481,0,1,DPT_002
18724,USR_092,DPT_002,Doctor,VPN,2024-01-02 13:54:53,read,176,DVC_165,PTN_11380,0,1,DPT_002
21145,USR_092,DPT_004,Doctor,OnSite,2024-01-03 15:23:47,read,97,DVC_015,PTN_17150,0,1,DPT_004
7360,USR_092,DPT_004,Doctor,OnSite,2024-01-03 15:06:51,read,171,DVC_103,PTN_05341,0,1,DPT_004
97101,USR_092,DPT_010,Doctor,OnSite,2024-01-02 12:31:34,modify,115,DVC_052,PTN_17467,0,1,DPT_003
3115,USR_092,DPT_004,Doctor,OnSite,2024-01-02 13:56:45,read,94,DVC_017,PTN_02168,0,1,DPT_004
17997,USR_092,DPT_001,Doctor,OnSite,2024-01-02 15:17:48,read,171,DVC_125,PTN_04254,0,1,DPT_001
31648,USR_092,DPT_007,Doctor,OnSite,2024-01-02 16:39:45,read,102,DVC_138,PTN_15510,0,1,DPT_007
70804,USR_092,DPT_001,Doctor,OnSite,2024-01-03 13:10:31,write,120,DVC_195,PTN_14029,0,1,DPT_001
13023,USR_092,DPT_008,Doctor,OnSite,2024-01-01 17:11:24,read,92,DVC_147,PTN_17199,0,1,DPT_008
23028,USR_092,DPT_010,Doctor,OnSite,2024-01-03 09:35:17,read,105,DVC_135,PTN_01702,0,1,DPT_005
20677,USR_092,DPT_008,Doctor,OnSite,2024-01-03 09:40:53,read,269,DVC_128,PTN_07993,0,1,DPT_008
77030,USR_092,DPT_005,Doctor,OnSite,2024-01-02 14:17:19,read,225,DVC_143,PTN_02969,0,1,DPT_005
57213,USR_092,DPT_002,Doctor,OnSite,2024-01-01 13:44:16,read,77,DVC_070,PTN_00366,0,1,DPT_002
42273,USR_092,DPT_001,Doctor,OnSite,2024-01-01 09:34:03,read,179,DVC_140,PTN_07502,0,1,DPT_001
95032,USR_092,DPT_008,Doctor,OnSite,2024-01-01 10:00:46,read,119,DVC_079,PTN_08295,0,1,DPT_008
85095,USR_092,DPT_009,Doctor,VPN,2024-01-02 13:28:23,read,125,DVC_050,PTN_01879,0,1,DPT_009
12321,USR_092,DPT_008,Doctor,OnSite,2024-01-03 09:46:20,read,153,DVC_200,PTN_15344,0,1,DPT_008
57757,USR_092,DPT_010,Doctor,OnSite,2024-01-03 14:58:33,read,240,DVC_059,PTN_09942,0,1,DPT_010
20363,USR_092,DPT_010,Doctor,OnSite,2024-01-02 11:30:24,read,201,DVC_131,PTN_00234,0,1,DPT_009
37983,USR_092,DPT_006,Doctor,OnSite,2024-01-03 09:16:34,read,249,DVC_014,PTN_07407,0,1,DPT_006
89659,USR_092,DPT_002,Doctor,OnSite,2024-01-02 09:21:52,read,268,DVC_058,PTN_00706,0,1,DPT_002
96167,USR_072,DPT_003,Doctor,OnSite,2024-01-03 21:45:35,read,238,DVC_102,PTN_09693,0,1,DPT_003
36351,USR_072,DPT_002,Doctor,OnSite,2024-01-02 06:51:30,read,210,DVC_197,PTN_09395,0,1,DPT_002
77493,USR_072,DPT_007,Doctor,OnSite,2024-01-03 22:33:41,read,115,DVC_105,PTN_16885,0,1,DPT_007
58639,USR_072,DPT_006,Doctor,OnSite,2024-01-03 23:51:58,write,164,DVC_138,PTN_08853,0,1,DPT_006
15865,USR_072,DPT_002,Doctor,OnSite,2024-01-01 21:32:17,read,225,DVC_171,PTN_00718,0,1,DPT_002
41567,USR_072,DPT_002,Doctor,OnSite,2024-01-01 01:20:43,read,246,DVC_172,PTN_17601,0,1,DPT_007
28788,USR_072,DPT_009,Doctor,OnSite,2024-01-03 04:37:45,modify,80,DVC_160,PTN_18467,0,1,DPT_009
26955,USR_072,DPT_004,Doctor,OnSite,2024-01-03 22:18:39,read,245,DVC_140,PTN_01670,0,1,DPT_004
5204,USR_072,DPT_007,Doctor,OnSite,2024-01-01 02:11:42,read,130,DVC_023,PTN_06902,0,1,DPT_007
50814,USR_072,DPT_001,Doctor,OnSite,2024-01-01 00:58:17,read,131,DVC_174,PTN_06266,0,1,DPT_001
17331,USR_072,DPT_008,Doctor,OnSite,2024-01-03 21:19:21,read,68,DVC_167,PTN_19707,0,1,DPT_008
21182,USR_072,DPT_008,Doctor,OnSite,2024-01-03 00:26:28,modify,167,DVC_056,PTN_08848,0,1,DPT_008
28580,USR_072,DPT_005,Doctor,OnSite,2024-01-01 05:52:19,modify,99,DVC_022,PTN_17449,0,1,DPT_005
52317,USR_072,DPT_005,Doctor,OnSite,2024-01-03 20:31:41,read,130,DVC_122,PTN_07537,0,1,DPT_005
46831,USR_072,DPT_002,Doctor,OnSite,2024-01-03 02:49:19,delete,220,DVC_009,PTN_07595,0,1,DPT_010
62675,USR_072,DPT_001,Doctor,OnSite,2024-01-02 22:10:02,read,94,DVC_127,PTN_09511,0,1,DPT_001
37005,USR_072,DPT_002,Doctor,OnSite,2024-01-02 21:26:08,read,109,DVC_190,PTN_12354,0,1,DPT_002
77788,USR_072,DPT_008,Doctor,OnSite,2024-01-02 22:56:38,read,263,DVC_109,PTN_13132,0,1,DPT_008
49282,USR_072,DPT_010,Doctor,OnSite,2024-01-03 20:19:39,read,123,DVC_022,PTN_16408,0,1,DPT_010
51019,USR_072,DPT_009,Doctor,OnSite,2024-01-01 23:04:21,read,212,DVC_120,PTN_06239,0,1,DPT_009
94810,USR_072,DPT_004,Doctor,OnSite,2024-01-03 00:24:54,read,173,DVC_086,PTN_18630,0,1,DPT_004
50269,USR_072,DPT_002,Doctor,OnSite,2024-01-02 23:14:46,read,288,DVC_019,PTN_19077,0,1,DPT_005
64937,USR_072,DPT_005,Doctor,OnSite,2024-01-01 04:14:46,read,132,DVC_115,PTN_17836,0,1,DPT_005
44163,USR_072,DPT_008,Doctor,OnSite,2024-01-01 21:26:09,write,273,DVC_141,PTN_13522,0,1,DPT_008
91379,USR_072,DPT_008,Doctor,OnSite,2024-01-03 06:17:48,write,260,DVC_187,PTN_11790,0,1,DPT_008
82654,USR_126,DPT_004,Nurse,OnSite,2024-01-03 15:07:51,read,271,DVC_094,PTN_06554,0,1,DPT_004
65495,USR_126,DPT_003,Nurse,OnSite,2024-01-01 10:40:27,read,284,DVC_161,PTN_01665,0,1,DPT_003
55197,USR_126,DPT_007,Nurse,OnSite,2024-01-02 12:34:05,write,80,DVC_013,PTN_11812,0,1,DPT_007
90327,USR_126,DPT_005,Nurse,OnSite,2024-01-01 10:19:54,read,239,DVC_055,PTN_07693,0,1,DPT_005
88900,USR_126,DPT_002,Nurse,OnSite,2024-01-01 15:27:48,read,163,DVC_101,PTN_03361,0,1,DPT_002
97134,USR_126,DPT_001,Nurse,OnSite,2024-01-02 09:46:44,read,203,DVC_152,PTN_15154,0,1,DPT_001
36496,USR_126,DPT_001,Nurse,OnSite,2024-01-02 16:26:58,read,284,DVC_033,PTN_06424,0,1,DPT_001
5023,USR_126,DPT_007,Nurse,OnSite,2024-01-01 17:57:36,modify,115,DVC_098,PTN_04496,0,1,DPT_007
92175,USR_126,DPT_003,Nurse,OnSite,2024-01-03 14:26:47,read,69,DVC_145,PTN_05524,0,1,DPT_003
